Album,Track,日本語,Romaji,한국어,歌,Singer,가수,作詞,Lyrics,작사,作曲,Compose,작곡,編曲,Arrange,편곡,Release,Link,Category,Note,発音
TVA1 BD Vol.4,2,祭花 -saika- (Off Vocal),Saika (Off Vocal),제화 -saika- (Off Vocal),DiverDiva,DiverDiva,DiverDiva,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,2021-03-26,NA,Nijigaku,TVA1 BD Vol.4,さいか (オフボーカル)
TVA1 BD Vol.5,1,Happy Nyan! Days,Happy Nyan! Days,Happy Nyan! Days,A·ZU·NA,A·ZU·NA,A·ZU·NA,nana hatori,nana hatori,nana hatori,PASSiON KiNG;Rico,PASSiON KiNG;Rico,PASSiON KiNG;Rico,PASSiON KiNG;JOE,PASSiON KiNG;JOE,PASSiON KiNG;JOE,2021-04-27,https://youtu.be/OicyCCqlJkU,Nijigaku,TVA1 BD Vol.5,ハッピーニャン！デイズ
TVA1 BD Vol.5,2,Happy Nyan! Days (Off Vocal),Happy Nyan! Days (Off Vocal),Happy Nyan! Days (Off Vocal),A·ZU·NA,A·ZU·NA,A·ZU·NA,nana hatori,nana hatori,nana hatori,PASSiON KiNG;Rico,PASSiON KiNG;Rico,PASSiON KiNG;Rico,PASSiON KiNG;JOE,PASSiON KiNG;JOE,PASSiON KiNG;JOE,2021-04-27,NA,Nijigaku,TVA1 BD Vol.5,ハッピーニャン！デイズ (オフボーカル)
TVA1 BD Vol.6,1,Twinkle Town,Twinkle Town,Twinkle Town,QU4RTZ,QU4RTZ,QU4RTZ,Rico,Rico,Rico,Rico;田中マッシュ,Rico;Tanaka Mush,Rico;타나카 맛슈,田中マッシュ,Tanaka Mush,타나카 맛슈,2021-05-26,https://youtu.be/O_KyCCsHzK8,Nijigaku,TVA1 BD Vol.6,ツインクルタウン
TVA1 BD Vol.6,2,Twinkle Town (Off Vocal),Twinkle Town (Off Vocal),Twinkle Town (Off Vocal),QU4RTZ,QU4RTZ,QU4RTZ,Rico,Rico,Rico,Rico;田中マッシュ,Rico;Tanaka Mush,Rico;타나카 맛슈,田中マッシュ,Tanaka Mush,타나카 맛슈,2021-05-26,NA,Nijigaku,TVA1 BD Vol.6,ツインクルタウン (オフボーカル)
THE SECRET NiGHT,1,THE SECRET NiGHT,THE SECRET NiGHT,THE SECRET NiGHT,DiverDiva,DiverDiva,DiverDiva,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,2021-05-26,https://youtu.be/v5ZslcBjbq8,Nijigaku,DiverDiva 2nd,ザ・シークレット・ナイト
THE SECRET NiGHT,2,Fly into the sky,Fly into the sky,Fly into the sky,DiverDiva,DiverDiva,DiverDiva,miyakei,miyakei,miyakei,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2021-05-26,https://youtu.be/gWSAmlTD4wo,Nijigaku,DiverDiva 2nd,フライ・イントゥ・ザ・スカイ
THE SECRET NiGHT,3,THE SECRET NiGHT (Off Vocal),THE SECRET NiGHT (Off Vocal),THE SECRET NiGHT (Off Vocal),DiverDiva,DiverDiva,DiverDiva,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,2021-05-26,https://youtu.be/7r8OJMvJR-s,Nijigaku,DiverDiva 2nd,ザ・シークレット・ナイト (オフボーカル)
THE SECRET NiGHT,4,Fly into the sky (Off Vocal),Fly into the sky (Off Vocal),Fly into the sky (Off Vocal),DiverDiva,DiverDiva,DiverDiva,miyakei,miyakei,miyakei,Em.me,Em.me,Em.me,Em.me,Em.me,Em.me,2021-05-26,https://youtu.be/52QnWve46v4,Nijigaku,DiverDiva 2nd,フライ・イントゥ・ザ・スカイ (オフボーカル)
THE SECRET NiGHT,5,名探偵カリン＆アイ！,Detective Karin & Ai!,명탐정 카린&아이!,,,,,,,,,,,,,2021-05-26,NA,Nijigaku,Drama Part,めいたんてんカリン アンド アイ！
Maze Town,1,Maze Town,Maze Town,Maze Town,A·ZU·NA,A·ZU·NA,A·ZU·NA,米澤森人;藤原彩豊,Morito Yonezawa;Ayato Fujiwara,요네자와 모리토;후지와라 아야토,米澤森人;藤原彩豊;サイトウリョースケ;PASSiON KiNG,Morito Yonezawa;Ayato Fujiwara;Ryosuke Saito;PASSiON KiNG,요네자와 모리토;후지와라 아야토;사이토 료스케;PASSiON KiNG,藤原彩豊;サイトウリョースケ;PASSiON KiNG,Ayato Fujiwara;Ryosuke Saito;PASSiON KiNG,후지와라 아야토;사이토 료스케;PASSiON KiNG,2021-06-16,https://youtu.be/FE2ykAqHdEc,Nijigaku,A·ZU·NA 2nd,メイズタウン
Maze Town,2,フォルクロア 〜歓喜の歌〜,Folklore ~Kanki no Uta~,포크로어 ~환희의 노래~,A·ZU·NA,A·ZU·NA,A·ZU·NA,村木海季男,Mikio Muraki,무라키 미키오,ソラノアルト,Soranoalto,소라노알토,ソラノアルト,Soranoalto,소라노알토,2021-06-16,https://youtu.be/N9_pIJEqL_4,Nijigaku,A·ZU·NA 2nd,フォルクロア かんきのうた
Maze Town,3,Maze Town (Off Vocal),Maze Town (Off Vocal),Maze Town (Off Vocal),A·ZU·NA,A·ZU·NA,A·ZU·NA,米澤森人;藤原彩豊,Morito Yonezawa;Ayato Fujiwara,요네자와 모리토;후지와라 아야토,米澤森人;藤原彩豊;サイトウリョースケ;PASSiON KiNG,Morito Yonezawa;Ayato Fujiwara;Ryosuke Saito;PASSiON KiNG,요네자와 모리토;후지와라 아야토;사이토 료스케;PASSiON KiNG,藤原彩豊;サイトウリョースケ;PASSiON KiNG,Ayato Fujiwara;Ryosuke Saito;PASSiON KiNG,후지와라 아야토;사이토 료스케;PASSiON KiNG,2021-06-16,https://youtu.be/Dz8hDrEwALE,Nijigaku,A·ZU·NA 2nd,メイズタウン (オフボーカル)
Maze Town,4,フォルクロア 〜歓喜の歌〜 (Off Vocal),Folklore ~Kanki no Uta~ (Off Vocal),포크로어 ~환희의 노래~ (Off Vocal),A·ZU·NA,A·ZU·NA,A·ZU·NA,村木海季男,Mikio Muraki,무라키 미키오,ソラノアルト,Soranoalto,소라노알토,ソラノアルト,Soranoalto,소라노알토,2021-06-16,https://youtu.be/9dS7XNv40lg,Nijigaku,A·ZU·NA 2nd,フォルクロア かんきのうた (オフボーカル)
Maze Town,5,A·ZU·NA動物園は大忙し！,The A·ZU·NA Zoo is very busy!,A·ZU·NA 동물원은 매우 바쁨!,,,,,,,,,,,,,2021-06-16,NA,Nijigaku,Drama Part,ア·ズ·ナどうぶつえんはおおいそがし！
TVA1 BD Vol.7,1,Hurray Hurray,Hurray Hurray,Hurray Hurray,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ryota Saito;高咲 侑,Ryota Saito;Yu Takasaki,Ryota Saito;타카사키 유우,Ryota Saito;Diz;高咲 侑,Ryota Saito;Diz;Yu Takasaki,Ryota Saito;Diz;타카사키 유우,Diz,Diz,Diz,2021-06-25,https://youtu.be/586NzUXCi3A,Nijigaku,9 Members Ver.,フレーフレー
TVA1 BD Vol.7,2,Hurray Hurray (Off Vocal),Hurray Hurray (Off Vocal),Hurray Hurray (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ryota Saito;高咲 侑,Ryota Saito;Yu Takasaki,Ryota Saito;타카사키 유우,Ryota Saito;Diz;高咲 侑,Ryota Saito;Diz;Yu Takasaki,Ryota Saito;Diz;타카사키 유우,Diz,Diz,Diz,2021-06-25,NA,Nijigaku,9 Members Ver.,フレーフレー (オフボーカル)
Swinging！,1,Swinging！,Swinging!,Swinging!,QU4RTZ,QU4RTZ,QU4RTZ,miyakei;DAICHI,miyakei;DAICHI,miyakei;DAICHI,Keisuke Koyama;DAICHI,Keisuke Koyama;DAICHI,Keisuke Koyama;DAICHI,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,2021-07-14,https://youtu.be/ec1QM7aUWEE,Nijigaku,QU4RTZ 2nd,スウィンギング！
Swinging！,2,Not Sad,Not Sad,Not Sad,QU4RTZ,QU4RTZ,QU4RTZ,柿沼雅美,Masami Kakinuma,카키누마 마사미,須田悦弘;要田健,Yoshihiro Suda;Takeru Yoda,스다 요시히로;요다 타케루,要田健,Takeru Yoda,요다 타케루,2021-07-14,https://youtu.be/TXG5xBcHlno,Nijigaku,QU4RTZ 2nd,ノット・サッド
Swinging！,3,Swinging！ (Off Vocal),Swinging! (Off Vocal),Swinging! (Off Vocal),QU4RTZ,QU4RTZ,QU4RTZ,miyakei;DAICHI,miyakei;DAICHI,miyakei;DAICHI,Keisuke Koyama;DAICHI,Keisuke Koyama;DAICHI,Keisuke Koyama;DAICHI,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,2021-07-14,https://youtu.be/HVzydRwQRf0,Nijigaku,QU4RTZ 2nd,スウィンギング！ (オフボーカル)
Swinging！,4,Not Sad (Off Vocal),Not Sad (Off Vocal),Not Sad (Off Vocal),QU4RTZ,QU4RTZ,QU4RTZ,柿沼雅美,Masami Kakinuma,카키누마 마사미,須田悦弘;要田健,Yoshihiro Suda;Takeru Yoda,스다 요시히로;요다 타케루,要田健,Takeru Yoda,요다 타케루,2021-07-14,https://youtu.be/hLj40k8-aQM,Nijigaku,QU4RTZ 2nd,ノット・サッド (オフボーカル)
Swinging！,5,団結！QU4RTZのドリームパーティー,United! QU4RTZ's Dream Party,단결! QU4RTZ의 드림 파티,,,,,,,,,,,,,2021-07-14,NA,Nijigaku,Drama Part,だんけつ！クオーツのドリームパーティー
MONSTER GIRLS,1,MONSTER GIRLS,MONSTER GIRLS,MONSTER GIRLS,R3BIRTH,R3BIRTH,R3BIRTH,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,Dummy Dog,2021-10-06,https://youtu.be/5wq4-y8V6_Y,Nijigaku,R3BIRTH 1st,モンスターガールズ
MONSTER GIRLS,2,翠いカナリア,Aoi Canaria,비취색 카나리아,三船栞子,Shioriko Mifune,미후네 시오리코,中村 歩;鈴木エレカ;JOE,Ayumu Nakamura;Ereca Suzuki;JOE,나카무라 아유무;스즈키 에레카;JOE,今川トモミチ;鈴木エレカ;JOE,Tomomichi Imagawa;Ereca Suzuki;JOE,이마가와 토모미치;스즈키 에레카;JOE,今川トモミチ;鈴木エレカ;JOE,Tomomichi Imagawa;Ereca Suzuki;JOE,이마가와 토모미치;스즈키 에레카;JOE,2021-10-06,https://youtu.be/FWfjdgdLcco,Nijigaku,R3BIRTH 1st,あおいカナリア
MONSTER GIRLS,3,I’m still...,I’m still...,I’m still...,ミア・テイラー,Mia Taylor,미아 테일러,nana hatori,nana hatori,nana hatori,ソラノアルト,Soranoalto,소라노알토,ソラノアルト,Soranoalto,소라노알토,2021-10-06,https://youtu.be/1ToW01yQ2bs,Nijigaku,R3BIRTH 1st,アイム・スティル...
MONSTER GIRLS,4,Queendom,Queendom,Queendom,鐘 嵐珠,Lanzhu Zhong,쇼우 란쥬,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,2021-10-06,https://youtu.be/1_3Ypl6_e9A,Nijigaku,R3BIRTH 1st,クイーンダム
MONSTER GIRLS,5,The glorious fairies,The glorious fairies,The glorious fairies,,,,,,,,,,,,,2021-10-06,NA,Nijigaku,Drama Part,ザ・グローリアス・フェアリーズ
L！ L！ L！ (Love the Life We Live),1,L！ L！ L！ (Love the Life We Live),L! L! L! (Love the Life We Live),L! L! L! (Love the Life We Live),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,Keisuke Koyama,2021-10-13,https://youtu.be/wc3cfiS0VaQ,Nijigaku,,エル!エル!エル! ラブ・ザ・ライフ・ウィー・リブ
L！ L！ L！ (Love the Life We Live),2,Break The System,Break The System,Break The System,上原歩夢,Ayumu Uehara,우에하라 아유무,nana hitori;shun ÷ 1,nana hitori;shun ÷ 1,nana hitori;shun ÷ 1,nana hitori;shun ÷ 1,nana hitori;shun ÷ 1,nana hitori;shun ÷ 1,shun ÷ 1,shun ÷ 1,shun ÷ 1,2021-10-13,https://youtu.be/PFibzMXHjqA,Nijigaku,,ブレイク・ザ・システム
L！ L！ L！ (Love the Life We Live),3,TO BE YOURSELF,TO BE YOURSELF,TO BE YOURSELF,中須かすみ,Kasumi Nakasu,나카스 카스미,Ryota Saito,Ryota Saito,Ryota Saito,Ryota Saito;Diz,Ryota Saito;Diz,Ryota Saito;Diz,Diz,Diz,Diz,2021-10-13,https://youtu.be/ZSLH00pSniQ,Nijigaku,,トゥー ビー ユアセルフ
L！ L！ L！ (Love the Life We Live),4,エイエ戦サー,Eieisa,에이에 전사,桜坂しずく,Shizuku Osaka,오사카 시즈쿠,鈴木まなか,Manaka Suzuki,스즈키 마나카,鈴木まなか;宮澤樹生,Manaka Suzuki;Tatsuki Miyazawa,스즈키 마나카;미야자와 타츠키,遠藤ナオキ,Naoki Endo,엔도 나오키,2021-10-13,https://youtu.be/L7OXv_BXN5Y,Nijigaku,,エイエイサー
L！ L！ L！ (Love the Life We Live),5,Turn it up!,Turn it up!,Turn it up!,朝香果林,Karin Asaka,아사카 카린,Akira Sunset,Akira Sunset,Akira Sunset,Akira Sunset;遠藤ナオキ,Akira Sunset;Naoki Endo,Akira Sunset;엔도 나오키,遠藤ナオキ,Naoki Endo,엔도 나오키,2021-10-13,https://youtu.be/KDnrlBN9DNM,Nijigaku,,ターン・イット・アップ！
L！ L！ L！ (Love the Life We Live),6,Diabolic mulier,Diabolic mulier,Diabolic mulier,宮下 愛,Ai Miyashita,미야시타 아이,T4K,T4K,T4K,T4K;Luis Ogata,T4K;Luis Ogata,T4K;Luis Ogata,サイトウ リョースケ,Ryosuke Saito,사이토 료스케,2021-10-13,https://youtu.be/Ji1bBREZ1jg,Nijigaku,,ディアボリック・ムリエ
L！ L！ L！ (Love the Life We Live),7,Silent Blaze,Silent Blaze,Silent Blaze,近江彼方,Kanata Konoe,코노에 카나타,鈴木エレカ,Ereca Suzuki,스즈키 에레카,鈴木エレカ;田中マッシュ,Ereca Suzuki;Tanaka Mush,스즈키 에레카;타나카 맛슈,田中マッシュ,Tanaka Mush,타나카 맛슈,2021-10-13,https://youtu.be/0e38ymSmWks,Nijigaku,,サイレントブレイズ
L！ L！ L！ (Love the Life We Live),8,ヤダ！,Yada!,싫어!,優木せつ菜,Setsuna Yuki,유키 세츠나,Akira Sunset,Akira Sunset,Akira Sunset,Akira Sunset;菊地博人,Akira Sunset;Hiroto Kikuchi,Akira Sunset;키쿠치 히로토,菊地博人,Hiroto Kikuchi,키쿠치 히로토,2021-10-13,https://youtu.be/1lPESUmrbZY,Nijigaku,,ヤダ！
L！ L！ L！ (Love the Life We Live),9,いつだってfor you!,Itsu datte for you!,항상 for you!,エマ・ヴェルデ,Emma Verde,엠마 베르데,鈴木エレカ;Carlos K.,Ereca Suzuki;Carlos K.,스즈키 에레카;Carlos K.,米澤森人;藤原彩豊,Morito Yonezawa;Ayato Fujiwara,요네자와 모리토;후지와라 아야토,藤原彩豊,Ayato Fujiwara,후지와라 아야토,2021-10-13,https://youtu.be/XrUcDvCJq-0,Nijigaku,,いつだってフォーユー！
L！ L！ L！ (Love the Life We Live),10,First Love Again,First Love Again,First Love Again,天王寺璃奈,Rina Tennoji,텐노지 리나,月見草,Tsukimisou,츠키미소오,月見草;吉村隆行,Tsukimisou;Takayuki Yoshimura,츠키미소오;요시무라 타카유키,吉村隆行,Takayuki Yoshimura,요시무라 타카유키,2021-10-13,https://youtu.be/GZCIdi1DI5k,Nijigaku,,ファースト・ラブ・アゲイン
L！ L！ L！ (Love the Life We Live),11,コンセントレイト！,Concentrate!,컨센트레이트!,三船栞子,Shioriko Mifune,미후네 시오리코,村木海季男,Mikio Muraki,무라키 미키오,ソラノアルト,Soranoalto,소라노알토,ソラノアルト,Soranoalto,소라노알토,2021-10-13,https://youtu.be/HQaGC6SUK04,Nijigaku,,コンセントレイト！
L！ L！ L！ (Love the Life We Live),12,Toy Doll,Toy Doll,Toy Doll,ミア・テイラー,Mia Taylor,미아 테일러,nana hatori,nana hatori,nana hatori,宮田'レフティ'リョウ;Carlos K.,Miyata 'Lefty' Ryo;Carlos K.,미야타 '레프티' 료;Carlos K.,Konnie Aoki,Konnie Aoki,Konnie Aoki,2021-10-13,https://youtu.be/7IlcjWYUUkE,Nijigaku,,トイ・ドール
L！ L！ L！ (Love the Life We Live),13,夜明珠,Ye Mingzhu,야명주,鐘 嵐珠,Lanzhu Zhong,쇼우 란쥬,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,BEATNINE,2021-10-13,https://youtu.be/SRvmtD4RpLk,Nijigaku,,イエミンジュ
LIVE with a smile!,1,LIVE with a smile!,LIVE with a smile!,LIVE with a smile!,Aqours・虹ヶ咲学園スクールアイドル同好会・Liella!,Aqours・Nijigasaki High School Idol Club・Liella!,Aqours・니지가사키 학원 스쿨 아이돌 동호회・Liella!,畑 亜貴,Aki Hata,하타 아키,Ryota Saito;Diz,Ryota Saito;Diz,사이토 료타;Diz,EFFY(FirstCall),EFFY(FirstCall),EFFY(FirstCall),2021-11-03,https://youtu.be/n-4U4iM4CL8,Nijigaku,「LoveLive! Series Presents COUNTDOWN LoveLive! 2021→2022 ～LIVE with a smile!～」テーマソングCD,ライブ・ウィズ・ア・スマイル!
LIVE with a smile!,2,LIVE with a smile! (Aqours Ver.),LIVE with a smile! (Aqours Ver.),LIVE with a smile! (Aqours Ver.),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,Ryota Saito;Diz,Ryota Saito;Diz,사이토 료타;Diz,EFFY(FirstCall),EFFY(FirstCall),EFFY(FirstCall),2021-11-03,https://youtu.be/g2pjeFGzNxA,Nijigaku,「LoveLive! Series Presents COUNTDOWN LoveLive! 2021→2022 ～LIVE with a smile!～」テーマソングCD,ライブ・ウィズ・ア・スマイル! (アクア ヴァージョン)
LIVE with a smile!,3,LIVE with a smile! (虹ヶ咲学園スクールアイドル同好会 Ver.),LIVE with a smile! (Nijigasaki High School Idol Club Ver.),LIVE with a smile! (니지가사키 학원 스쿨 아이돌 동호회 Ver.),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,畑 亜貴,Aki Hata,하타 아키,Ryota Saito;Diz,Ryota Saito;Diz,사이토 료타;Diz,EFFY(FirstCall),EFFY(FirstCall),EFFY(FirstCall),2021-11-03,https://youtu.be/Ks4u5CTpwWI,Nijigaku,「LoveLive! Series Presents COUNTDOWN LoveLive! 2021→2022 ～LIVE with a smile!～」テーマソングCD,ライブ・ウィズ・ア・スマイル! (ニジヶサキガクエンスクールアイドルドウコウカイ ヴァージョン)
LIVE with a smile!,4,LIVE with a smile! (Liella! Ver.),LIVE with a smile! (Liella! Ver.),LIVE with a smile! (Liella! Ver.),Liella!,Liella!,Liella!,畑 亜貴,Aki Hata,하타 아키,Ryota Saito;Diz,Ryota Saito;Diz,사이토 료타;Diz,EFFY(FirstCall),EFFY(FirstCall),EFFY(FirstCall),2021-11-03,https://youtu.be/f2Dv1LPGrWA,Nijigaku,「LoveLive! Series Presents COUNTDOWN LoveLive! 2021→2022 ～LIVE with a smile!～」テーマソングCD,ライブ・ウィズ・ア・スマイル! (リエラ ヴァージョン)
LIVE with a smile!,5,LIVE with a smile! (Off Vocal),LIVE with a smile! (Off Vocal),LIVE with a smile! (Off Vocal),,,,畑 亜貴,Aki Hata,하타 아키,Ryota Saito;Diz,Ryota Saito;Diz,사이토 료타;Diz,EFFY(FirstCall),EFFY(FirstCall),EFFY(FirstCall),2021-11-03,NA,Nijigaku,「LoveLive! Series Presents COUNTDOWN LoveLive! 2021→2022 ～LIVE with a smile!～」テーマソングCD,ライブ・ウィズ・ア・スマイル! (オフボーカル)
not ALONE not HITORI / ミラクル STAY TUNE！ / Shooting Voice!! 【虹ヶ咲学園スクールアイドル同好会盤】,1,not ALONE not HITORI,not ALONE not HITORI,not ALONE not HITORI,Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,小高光太郎;UiNA,Kotaro Odaka;UiNA,오다카 코타로;UiNA,小高光太郎;谷 ナオキ,Kotaro Odaka;Naoki Tani,오다카 코타로;타니 나오키,2021-11-24,https://youtu.be/boF0DlenaNI,Nijigaku,「ラブライブ！シリーズのオールナイトニッポンGOLD」タイアップ企画スプリットシングル,ノット・アローン・ノット・ヒトリ
not ALONE not HITORI / ミラクル STAY TUNE！ / Shooting Voice!! 【虹ヶ咲学園スクールアイドル同好会盤】,2,ミラクル STAY TUNE!,Miracle STAY TUNE!,미라클 STAY TUNE!,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,NOVECHIKA,NOVECHIKA,NOVECHIKA,NOVECHIKA;吉村隆行,NOVECHIKA;Takayuki Yoshimura,NOVECHIKA;요시무라 타카유키,遠藤ナオキ,Naoki Endo,엔도 나오키,2021-11-24,https://youtu.be/d0JNEbyByrc,Nijigaku,「ラブライブ！シリーズのオールナイトニッポンGOLD」タイアップ企画スプリットシングル,ミラクル ステイ チューン
not ALONE not HITORI / ミラクル STAY TUNE！ / Shooting Voice!! 【虹ヶ咲学園スクールアイドル同好会盤】,3,Shooting Voice!!,Shooting Voice!!,Shooting Voice!!,Liella!,Liella!,Liella!,宮嶋淳子,Junko Miyajima,미야지마 준코,小幡康裕,Yasuhiro Obata,오바타 야스히로,出羽良彰,Yoshiaki Dewa,데와 요시아키,2021-11-24,https://youtu.be/UJfTbukYRAo,Nijigaku,「ラブライブ！シリーズのオールナイトニッポンGOLD」タイアップ企画スプリットシングル,シューティング・ボイス
not ALONE not HITORI / ミラクル STAY TUNE！ / Shooting Voice!! 【虹ヶ咲学園スクールアイドル同好会盤】,4,not ALONE not HITORI (Off Vocal),not ALONE not HITORI (Off Vocal),not ALONE not HITORI (Off Vocal),Aqours,Aqours,Aqours,畑 亜貴,Aki Hata,하타 아키,小高光太郎;UiNA,Kotaro Odaka;UiNA,오다카 코타로;UiNA,小高光太郎;谷 ナオキ,Kotaro Odaka;Naoki Tani,오다카 코타로;타니 나오키,2021-11-24,https://youtu.be/jrPiW1bU3v4,Nijigaku,「ラブライブ！シリーズのオールナイトニッポンGOLD」タイアップ企画スプリットシングル,ノット・アローン・ノット・ヒトリ (オフボーカル)
not ALONE not HITORI / ミラクル STAY TUNE！ / Shooting Voice!! 【虹ヶ咲学園スクールアイドル同好会盤】,5,ミラクル STAY TUNE! (Off Vocal),Miracle STAY TUNE! (Off Vocal),미라클 STAY TUNE! (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,NOVECHIKA,NOVECHIKA,NOVECHIKA,NOVECHIKA;吉村隆行,NOVECHIKA;Takayuki Yoshimura,NOVECHIKA;요시무라 타카유키,遠藤ナオキ,Naoki Endo,엔도 나오키,2021-11-24,https://youtu.be/8EbThfHDoRc,Nijigaku,「ラブライブ！シリーズのオールナイトニッポンGOLD」タイアップ企画スプリットシングル,ミラクル ステイ チューン (オフボーカル)
not ALONE not HITORI / ミラクル STAY TUNE！ / Shooting Voice!! 【虹ヶ咲学園スクールアイドル同好会盤】,6,Shooting Voice!! (Off Vocal),Shooting Voice!! (Off Vocal),Shooting Voice!! (Off Vocal),Liella!,Liella!,Liella!,宮嶋淳子,Junko Miyajima,미야지마 준코,小幡康裕,Yasuhiro Obata,오바타 야스히로,出羽良彰,Yoshiaki Dewa,데와 요시아키,2021-11-24,https://youtu.be/_VBCpiElx6E,Nijigaku,「ラブライブ！シリーズのオールナイトニッポンGOLD」タイアップ企画スプリットシングル,シューティング・ボイス (オフボーカル)
Colorful Dreams! Colorful Smiles!,1,Colorful Dreams! Colorful Smiles!,Colorful Dreams! Colorful Smiles!,Colorful Dreams! Colorful Smiles!,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,要田健;Carlos K.,Takeru Yoda;Carlos K.,요다 타케루;Carlos K.,要田健;tasuku,Takeru Yoda;tasuku,요다 타케루;tasuku,2022-04-20,https://youtu.be/CDPOUZWfwsA,Nijigaku,,カラフル・ドリームス！カラフル・スマイルズ！
Colorful Dreams! Colorful Smiles!,2,トワイライト,Twilight,트와일라잇,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,鈴木エレカ,Ereca Suzuki,스즈키 에레카,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2022-04-20,https://youtu.be/pFUF8qJh5nk,Nijigaku,,トワイライト
Colorful Dreams! Colorful Smiles!,3,Colorful Dreams! Colorful Smiles! (Off Vocal),Colorful Dreams! Colorful Smiles! (Off Vocal),Colorful Dreams! Colorful Smiles! (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,Ayaka Miyake,Ayaka Miyake,Ayaka Miyake,要田健;Carlos K.,Takeru Yoda;Carlos K.,요다 타케루;Carlos K.,要田健;tasuku,Takeru Yoda;tasuku,요다 타케루;tasuku,2022-04-20,https://youtu.be/oSWwpQLWk3U,Nijigaku,,カラフル・ドリームス！カラフル・スマイルズ！ (オフボーカル)
Colorful Dreams! Colorful Smiles!,4,トワイライト (Off Vocal),Twilight (Off Vocal),트와일라잇 (Off Vocal),虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,鈴木エレカ,Ereca Suzuki,스즈키 에레카,鈴木エレカ;JOE,Ereca Suzuki;JOE,스즈키 에레카;JOE,JOE,JOE,JOE,2022-04-20,https://youtu.be/W3fIveowOmg,Nijigaku,,トワイライト (オフボーカル)
夢が僕らの太陽さ,1,夢が僕らの太陽さ,Yume ga Bokura no Taiyo sa,꿈이 우리의 태양이야,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,畑 亜貴,Aki Hata,하타 아키,新田目 駿 (HANO),Shun Aratame (HANO),아라타메 슌 (HANO),新田目 駿 (HANO),Shun Aratame (HANO),아라타메 슌 (HANO),2022-04-27,https://youtu.be/5luoQvsVVHE,Nijigaku,,ゆめがぼくらのたいようさ
夢が僕らの太陽さ,2,繚乱！ビクトリーロード,Ryoran! Victory Road,요란! 빅토리 로드,虹ヶ咲学園スクールアイドル同好会,Nijigasaki High School Idol Club,니지가사키 학원 스쿨 아이돌 동호회,チバニャン,ChibaNyan,치바냥,チバニャン,ChibaNyan,치바냥,チバニャン,ChibaNyan,치바냥,2022-04-27,https://youtu.be/Wi43b0ESIgA,Nijigaku,,りょうらん！ビクトリーロード
